Name,Type,Build,Dir,minArea,maxArea,representativeArea,floorAreaRatio,minDeal,maxDeal,medianDeal,minLease,maxLease,medianLease,minDealUnit,maxDealUnit,medianDealUnit,minLeaseUnit,maxLeaseUnit,medianLeaseUnit,Lat,Lon,BUS,METRO,INFANT,PRESCHOOL,HOSPITAL,PARKING,MART,CONVENIENCE,WASHING,BANK,OFFICE,PRI_SCHOOL,PUB_SCHOOL
에벤에셀,OPST,200306,NN,30.59,40.61,39.0,527,,,,1.8,1.9,1.8,,,,1488.0,1983.0,1526.0,37.500608,127.039629,19,1,15,0,4,69,1,29,12,113,18,0,1
요진와이시티미니(도시형),APT,201206,NN,23.1,24.6,24.0,249,1.7,1.85,1.82,1.65,1.8,1.65,2443.0,2630.0,2514.0,2273.0,2587.0,2273.0,37.497559,127.039272,15,1,10,2,4,55,2,15,20,99,17,0,2
역삼EG소울리더(도시형),APT,201211,NN,21.13,39.68,30.0,247,1.73,3.1,2.3,1.8,2.75,,2237.0,3416.0,2534.0,2331.0,2834.0,,37.497152,127.033589,23,2,11,1,4,100,3,19,18,151,18,0,2
프리빌리지(도시형),APT,201711,NN,26.64,66.13,66.0,249,3.75,7.0,7.0,3.2,3.2,,3506.0,4832.0,3506.0,4069.0,4069.0,,37.499907,127.041303,18,1,18,1,4,58,1,19,11,109,17,0,1
역삼센트럴2차아이파크(도시형),APT,202206,NN,29.77,37.78,30.0,0,5.1,7.5,5.5,2.7,3.7,3.0,5620.0,7000.0,6061.0,3078.0,3306.0,3306.0,37.499996,127.046438,21,0,18,1,4,33,2,5,15,74,9,0,1
대우디오빌플러스,OPST,200405,NN,54.02,59.86,59.0,861,2.6,3.1,2.85,2.3,2.35,2.35,1513.0,1737.0,1597.0,1289.0,1317.0,1317.0,37.497465,127.031086,31,2,11,1,4,111,1,28,15,142,15,0,2
강남루덴스,OPST,202101,NN,61.47,98.34,63.0,799,4.0,8.5,4.25,3.85,4.5,,2099.0,2886.0,2230.0,1845.0,2156.0,,37.498031,127.033261,23,3,15,1,4,106,3,22,19,153,18,0,2
강남역센트럴푸르지오시티,OPST,201503,NN,44.27,63.65,52.0,799,2.65,4.4,3.1,2.7,3.85,2.7,1780.0,2429.0,1971.0,1716.0,2020.0,1716.0,37.497706,127.029001,33,2,9,1,4,115,1,26,13,113,14,0,2
경남,APT,200205,NN,110.85,112.71,112.0,384,14.9,18.5,14.95,4.5,8.5,8.4,4398.0,5460.0,4413.0,1328.0,2554.0,2479.0,37.500895,127.041695,19,1,15,1,4,61,1,25,12,108,17,0,1
예성아이라이프,OPST,200409,NN,45.27,45.27,45.0,799,2.1,2.2,2.15,,,,1543.0,1616.0,1579.0,,,,37.497575,127.030213,30,2,11,1,4,109,1,26,14,130,14,0,2
역삼역센트럴푸르지오시티,OPST,201904,WN,42.37,94.79,42.0,792,2.0,6.2,2.29,1.86,2.3,2.07,1574.0,2180.0,1802.0,1464.0,1810.0,1629.0,37.500804,127.040565,20,1,15,0,4,66,1,24,12,109,18,0,1
신논현마에스트로,OPST,201312,WN,29.54,32.06,32.0,799,1.93,2.1,2.0,1.8,1.94,1.94,1994.0,2169.0,2066.0,2004.0,2052.0,2004.0,37.505963,127.030116,8,0,8,0,3,36,0,8,4,36,13,0,1
역삼푸르지오시티,OPST,201603,WN,49.84,70.88,49.0,799,2.3,4.4,2.54,3.0,3.0,,1552.0,2238.0,1714.0,1526.0,1526.0,,37.498204,127.03364,18,1,15,1,4,103,3,21,19,150,18,0,2
역삼마에스트로,OPST,201209,WN,36.5,57.61,36.0,587,1.65,3.1,1.8,1.5,1.53,1.53,1450.0,1928.0,1653.0,1377.0,1405.0,1405.0,37.503242,127.040104,11,1,13,0,4,56,1,24,10,100,18,0,1
한화진넥스빌(주상복합),APT,200101,WN,46.78,68.62,58.0,1045,3.1,5.6,4.7,2.95,3.5,3.5,2228.0,3192.0,2679.0,1875.0,1995.0,1995.0,37.502106,127.04436,15,0,15,0,4,54,1,22,13,100,10,0,1
강남서해그랑블(주상복합),APT,201208,WN,77.84,113.16,94.0,370,8.8,15.0,9.0,6.8,7.9,,3165.0,4768.0,3165.0,2234.0,2630.0,,37.493134,127.039216,9,0,7,2,4,18,2,9,13,36,16,0,1
대명벨리온(도시형),APT,201202,WN,22.71,46.69,27.0,248,2.0,2.6,2.05,1.9,2.0,1.9,1868.0,3005.0,2510.0,2326.0,3005.0,2326.0,37.497964,127.039165,18,1,12,1,4,58,3,18,18,114,17,0,2
강남헤븐리치더써밋761,OPST,202104,WN,33.48,33.48,33.0,796,2.35,3.5,2.73,2.5,2.7,2.67,2354.0,3506.0,2730.0,2504.0,2705.0,2680.0,37.506721,127.032831,6,0,8,0,4,22,0,9,3,39,14,0,0
역삼노블루체언주,OPST,202108,WN,21.87,30,29.0,442,2.7,6.0,5.0,,,,4057.0,6840.0,5700.0,,,,37.50672,127.033124,6,0,8,0,4,21,0,8,3,41,14,0,0
역삼LG에클라트,OPST,200412,WN,53.43,69.75,55.0,703,1.9,2.9,1.95,2.05,2.4,2.1,1142.0,1389.0,1172.0,1150.0,1279.0,1262.0,37.49838,127.03483,20,1,13,1,4,88,4,24,21,135,18,0,2
풍림지오빌,APT,200211,WN,82.46,82.68,82.0,299,5.6,6.0,5.65,,,,2258.0,2419.0,2278.0,,,,37.500917,127.029017,29,1,11,0,4,91,0,13,9,129,13,0,2
디오빌역삼(주상복합),APT,200206,WN,39.58,112.01,39.0,966,2.9,15.3,3.2,2.7,7.0,2.8,2458.0,4516.0,2712.0,1815.0,3005.0,2373.0,37.501445,127.042887,15,0,15,1,4,54,1,22,13,109,17,0,1
강남역효성해링턴타워더퍼스트,OPST,201406,WN,45.49,53.57,51.0,799,2.3,3.1,2.75,2.0,2.1,,1690.0,2009.0,1783.0,1469.0,1543.0,,37.496987,127.02995,31,2,9,1,4,107,1,28,14,123,14,0,2
한라클래식,OPST,199910,WN,62.82,125.64,62.0,989,2.55,6.8,2.75,,,,1360.0,1900.0,1466.0,,,,37.497162,127.030385,30,2,10,1,4,111,1,26,14,133,14,0,2
역삼이안애,APT,200411,WN,97.8,116.86,97.0,0,15.9,15.9,15.9,8.5,8.5,,5419.0,5419.0,5419.0,2422.0,2422.0,,37.495365,127.040985,17,0,11,2,4,26,2,13,16,60,17,0,2
금천빌딩(선릉이스타빌),OPST,200501,WN,53.75,53.75,53.0,702,2.05,2.3,2.15,1.9,1.9,1.9,1279.0,1435.0,1341.0,1185.0,1185.0,1185.0,37.503171,127.047943,18,2,14,0,4,55,1,22,11,66,7,0,1
역삼센트럴2차아이파크(도시형),APT,202206,WN,29.77,37.78,30.0,0,5.1,7.5,5.5,2.7,3.7,3.0,5620.0,7000.0,6061.0,3078.0,3306.0,3306.0,37.499996,127.046438,21,0,18,1,4,33,2,5,15,74,9,0,1
강남루덴스,OPST,202101,WN,61.47,98.34,63.0,799,4.0,8.5,4.25,3.85,4.5,,2099.0,2886.0,2230.0,1845.0,2156.0,,37.498031,127.033261,23,3,15,1,4,106,3,22,19,153,18,0,2
